dt;AverageTemperature;AverageTemperatureUncertainty;Country
06/1947;0.025809000000000002;0.598;Christmas Island
07/1947;0.025612;0.85;Christmas Island
08/1947;0.02535100000000001;0.462;Christmas Island
09/1947;0.025505;0.439;Christmas Island
10/1947;0.025416;0.296;Christmas Island
11/1947;0.025734000000000003;0.726;Christmas Island
12/1947;0.025738000000000004;1.808;Christmas Island
01/1948;0.026704000000000002;0.623;Christmas Island
02/1948;0.026614000000000002;0.3229999999999999;Christmas Island
03/1948;0.026608;0.657;Christmas Island
04/1948;0.026701;0.388;Christmas Island
05/1948;0.026831;0.735;Christmas Island
06/1948;0.026232;0.705;Christmas Island
07/1948;0.025123;0.264;Christmas Island
08/1948;0.024922;0.293;Christmas Island
09/1948;0.025317;0.265;Christmas Island
10/1948;0.025767;0.314;Christmas Island
11/1948;0.025981;0.807;Christmas Island
12/1948;0.026228;0.418;Christmas Island
01/1949;0.026378;0.649;Christmas Island
02/1949;0.026199;0.42;Christmas Island
03/1949;0.026517;0.732;Christmas Island
04/1949;0.026383000000000004;0.277;Christmas Island
05/1949;0.025983;0.222;Christmas Island
06/1949;0.025741;0.342;Christmas Island
07/1949;0.02478700000000001;1.094;Christmas Island
08/1949;0.024844;0.648;Christmas Island
09/1949;0.025162;0.259;Christmas Island
10/1949;0.025452000000000002;0.264;Christmas Island
11/1949;0.025623999999999997;0.221;Christmas Island
12/1949;0.026493;0.382;Christmas Island
01/1950;0.026633000000000004;0.342;Christmas Island
02/1950;0.026507000000000003;0.409;Christmas Island
03/1950;0.026616;0.46;Christmas Island
04/1950;0.026224;0.691;Christmas Island
05/1950;0.026203000000000004;0.46;Christmas Island
06/1950;0.026022;0.665;Christmas Island
07/1950;0.024817;0.353;Christmas Island
08/1950;0.024695;0.586;Christmas Island
09/1950;0.025309;0.846;Christmas Island
10/1950;0.025306000000000002;0.288;Christmas Island
11/1950;0.025897;0.357;Christmas Island
12/1950;0.025669;0.463;Christmas Island
01/1951;0.025263;0.795;Christmas Island
02/1951;0.025828000000000004;0.504;Christmas Island
03/1951;0.026434000000000003;0.468;Christmas Island
04/1951;0.026308000000000005;0.815;Christmas Island
05/1951;0.026411;0.477;Christmas Island
06/1951;0.02565;0.519;Christmas Island
07/1951;0.025128;0.486;Christmas Island
08/1951;0.024837;0.563;Christmas Island
09/1951;0.025129000000000002;0.69;Christmas Island
10/1951;0.025513;0.383;Christmas Island
11/1951;0.026721;0.66;Christmas Island
12/1951;0.026109;0.471;Christmas Island
01/1952;0.026473000000000003;0.487;Christmas Island
02/1952;0.026676;0.477;Christmas Island
03/1952;0.026456;0.488;Christmas Island
04/1952;0.026975000000000002;0.487;Christmas Island
05/1952;0.026591999999999998;0.383;Christmas Island
06/1952;0.026045000000000002;0.5529999999999999;Christmas Island
07/1952;0.025454;0.496;Christmas Island
08/1952;0.02513000000000001;0.53;Christmas Island
09/1952;0.025266999999999998;0.308;Christmas Island
10/1952;0.025418000000000007;0.445;Christmas Island
11/1952;0.025719000000000002;0.552;Christmas Island
12/1952;0.025581;0.512;Christmas Island
01/1953;0.026496;0.4270000000000001;Christmas Island
02/1953;0.026387;0.459;Christmas Island
03/1953;0.026652000000000002;0.505;Christmas Island
04/1953;0.026497;0.57;Christmas Island
05/1953;0.026196;0.391;Christmas Island
06/1953;0.025852;0.544;Christmas Island
07/1953;0.025355;1.033;Christmas Island
08/1953;0.025004000000000002;0.706;Christmas Island
09/1953;0.025396000000000002;0.64;Christmas Island
10/1953;0.02597600000000001;0.897;Christmas Island
11/1953;0.026308000000000005;0.521;Christmas Island
12/1953;0.026767;0.732;Christmas Island
01/1954;0.026434000000000003;0.727;Christmas Island
02/1954;0.02684;0.818;Christmas Island
03/1954;0.026795000000000003;1.07;Christmas Island
04/1954;0.026643999999999998;0.5770000000000001;Christmas Island
05/1954;0.026496;0.344;Christmas Island
06/1954;0.025493;0.879;Christmas Island
07/1954;0.025247;0.745;Christmas Island
08/1954;0.025044;0.279;Christmas Island
09/1954;0.025657;0.565;Christmas Island
10/1954;0.025721;0.703;Christmas Island
11/1954;0.02568;0.721;Christmas Island
12/1954;0.026258000000000004;0.45;Christmas Island
01/1955;0.026117;0.853;Christmas Island
02/1955;0.026385000000000002;0.417;Christmas Island
03/1955;0.026694000000000002;0.6759999999999999;Christmas Island
04/1955;0.026366;0.439;Christmas Island
05/1955;0.026588999999999998;0.417;Christmas Island
06/1955;0.025294;0.455;Christmas Island
07/1955;0.024684;0.6759999999999999;Christmas Island
08/1955;0.024238000000000003;0.5479999999999999;Christmas Island
09/1955;0.025412;0.59;Christmas Island
10/1955;0.025155999999999998;0.589;Christmas Island
11/1955;0.02595;1.008;Christmas Island
12/1955;0.025878;0.316;Christmas Island
01/1956;0.025927;0.42;Christmas Island
02/1956;0.026399000000000002;0.555;Christmas Island
03/1956;0.026539999999999998;0.63;Christmas Island
04/1956;0.026617000000000002;0.451;Christmas Island
05/1956;0.026015999999999997;0.753;Christmas Island
06/1956;0.025702000000000003;0.564;Christmas Island
07/1956;0.024831000000000002;0.569;Christmas Island
08/1956;0.025347;0.772;Christmas Island
09/1956;0.0258;0.506;Christmas Island
10/1956;0.025413;0.355;Christmas Island
11/1956;0.025825;0.455;Christmas Island
12/1956;0.026058000000000005;0.422;Christmas Island
01/1957;0.026515999999999998;0.563;Christmas Island
02/1957;0.026004000000000003;0.3670000000000001;Christmas Island
03/1957;0.026321999999999998;0.443;Christmas Island
04/1957;0.026703000000000005;0.388;Christmas Island
05/1957;0.026983;0.5539999999999999;Christmas Island
06/1957;0.025819;0.574;Christmas Island
07/1957;0.025179;0.623;Christmas Island
08/1957;0.025091000000000002;0.8640000000000001;Christmas Island
09/1957;0.025658;0.597;Christmas Island
10/1957;0.02585100000000001;0.434;Christmas Island
11/1957;0.026878;0.332;Christmas Island
12/1957;0.026748;0.348;Christmas Island
01/1958;0.026640999999999998;0.515;Christmas Island
02/1958;0.026546;0.608;Christmas Island
03/1958;0.026719;0.313;Christmas Island
04/1958;0.026955;0.659;Christmas Island
05/1958;0.026942;0.632;Christmas Island
06/1958;0.026523000000000005;0.779;Christmas Island
07/1958;0.025203000000000007;0.6859999999999999;Christmas Island
08/1958;0.02500500000000001;0.657;Christmas Island
09/1958;0.02578;0.62;Christmas Island
10/1958;0.025721;0.417;Christmas Island
11/1958;0.026333;0.42;Christmas Island
12/1958;0.025918000000000004;0.467;Christmas Island
01/1959;0.026256;0.86;Christmas Island
02/1959;0.026623;0.8190000000000001;Christmas Island
03/1959;0.026855;0.5920000000000001;Christmas Island
04/1959;0.027131;0.329;Christmas Island
05/1959;0.027015;0.685;Christmas Island
06/1959;0.026402000000000002;0.633;Christmas Island
07/1959;0.025693;0.6970000000000001;Christmas Island
08/1959;0.025638;0.898;Christmas Island
09/1959;0.025969000000000002;0.805;Christmas Island
10/1959;0.025457;0.693;Christmas Island
11/1959;0.026414;0.733;Christmas Island
12/1959;0.026126;0.644;Christmas Island
01/1960;0.025759;0.299;Christmas Island
02/1960;0.026335;0.339;Christmas Island
03/1960;0.026542000000000003;0.425;Christmas Island
04/1960;0.026379;0.469;Christmas Island
05/1960;0.026353;0.514;Christmas Island
06/1960;0.025966;0.461;Christmas Island
07/1960;0.025379000000000002;0.364;Christmas Island
08/1960;0.025460999999999998;0.426;Christmas Island
09/1960;0.025335999999999997;0.451;Christmas Island
10/1960;0.025814;0.32;Christmas Island
11/1960;0.026234;0.284;Christmas Island
12/1960;0.026273000000000005;0.271;Christmas Island
01/1961;0.025945;0.34;Christmas Island
02/1961;0.026302;0.328;Christmas Island
03/1961;0.026384;0.252;Christmas Island
04/1961;0.02638;0.4320000000000001;Christmas Island
05/1961;0.026510000000000002;0.45;Christmas Island
06/1961;0.025688;0.376;Christmas Island
07/1961;0.024887;0.391;Christmas Island
08/1961;0.024435;0.477;Christmas Island
09/1961;0.025076;0.411;Christmas Island
10/1961;0.026210999999999998;0.34;Christmas Island
11/1961;0.026479;0.298;Christmas Island
12/1961;0.026196;0.3670000000000001;Christmas Island
01/1962;0.026126999999999997;0.319;Christmas Island
02/1962;0.026318;0.381;Christmas Island
03/1962;0.026496;0.251;Christmas Island
04/1962;0.026378;0.313;Christmas Island
05/1962;0.026768;0.312;Christmas Island
06/1962;0.025884;0.602;Christmas Island
07/1962;0.025198;0.326;Christmas Island
08/1962;0.024969;0.301;Christmas Island
09/1962;0.025225;0.355;Christmas Island
10/1962;0.025397;0.383;Christmas Island
11/1962;0.025800999999999998;0.297;Christmas Island
12/1962;0.025924;0.324;Christmas Island
01/1963;0.025523000000000004;0.387;Christmas Island
02/1963;0.025781;0.408;Christmas Island
03/1963;0.026355;0.33;Christmas Island
04/1963;0.026716;0.327;Christmas Island
05/1963;0.026593000000000002;0.458;Christmas Island
06/1963;0.025758000000000003;0.31;Christmas Island
07/1963;0.025074000000000003;0.568;Christmas Island
08/1963;0.024685;0.381;Christmas Island
09/1963;0.025175;0.453;Christmas Island
10/1963;0.025884;0.3229999999999999;Christmas Island
11/1963;0.026639;0.421;Christmas Island
12/1963;0.026326000000000002;0.371;Christmas Island
01/1964;0.02671;0.255;Christmas Island
02/1964;0.026678999999999998;0.6679999999999999;Christmas Island
03/1964;0.026555;0.307;Christmas Island
04/1964;0.026576;0.303;Christmas Island
05/1964;0.026584;0.352;Christmas Island
06/1964;0.025786;0.342;Christmas Island
07/1964;0.02524;0.379;Christmas Island
08/1964;0.025073;0.401;Christmas Island
09/1964;0.025563;0.287;Christmas Island
10/1964;0.02517;0.336;Christmas Island
11/1964;0.025736000000000002;0.425;Christmas Island
12/1964;0.02582;0.28;Christmas Island
01/1965;0.025486;0.334;Christmas Island
02/1965;0.026128;0.341;Christmas Island
03/1965;0.025963;0.369;Christmas Island
04/1965;0.026349;0.361;Christmas Island
05/1965;0.026423;0.421;Christmas Island
06/1965;0.025977;0.459;Christmas Island
07/1965;0.025067;0.447;Christmas Island
08/1965;0.02478700000000001;0.382;Christmas Island
09/1965;0.02537;0.361;Christmas Island
10/1965;0.025855;0.5379999999999999;Christmas Island
11/1965;0.026061;0.49;Christmas Island
12/1965;0.026196;0.423;Christmas Island
01/1966;0.026294;0.44;Christmas Island
02/1966;0.026297;0.26;Christmas Island
03/1966;0.026424;0.268;Christmas Island
04/1966;0.026802;0.289;Christmas Island
05/1966;0.026566;0.279;Christmas Island
06/1966;0.025509;0.358;Christmas Island
07/1966;0.025079;0.39;Christmas Island
08/1966;0.025387;0.524;Christmas Island
09/1966;0.025429;0.293;Christmas Island
10/1966;0.025808000000000005;0.35;Christmas Island
11/1966;0.026194000000000002;0.262;Christmas Island
12/1966;0.026264;0.264;Christmas Island
01/1967;0.025959;0.266;Christmas Island
02/1967;0.026341999999999997;0.295;Christmas Island
03/1967;0.02673;0.271;Christmas Island
04/1967;0.026445;0.441;Christmas Island
05/1967;0.026940000000000002;0.32;Christmas Island
06/1967;0.025855;0.589;Christmas Island
07/1967;0.025043000000000006;0.529;Christmas Island
08/1967;0.02497;0.423;Christmas Island
09/1967;0.025442;0.386;Christmas Island
10/1967;0.025854000000000005;0.286;Christmas Island
11/1967;0.026258000000000004;0.304;Christmas Island
12/1967;0.025545;0.251;Christmas Island
01/1968;0.025873;0.416;Christmas Island
02/1968;0.025661;0.436;Christmas Island
03/1968;0.026296;0.513;Christmas Island
04/1968;0.026151;0.343;Christmas Island
05/1968;0.026303999999999998;0.354;Christmas Island
06/1968;0.025598000000000003;0.269;Christmas Island
07/1968;0.025145000000000004;0.297;Christmas Island
08/1968;0.024741;0.399;Christmas Island
09/1968;0.025505;0.334;Christmas Island
10/1968;0.025602;0.518;Christmas Island
11/1968;0.026454000000000002;0.354;Christmas Island
12/1968;0.026409;0.344;Christmas Island
01/1969;0.026187000000000002;0.379;Christmas Island
02/1969;0.026372;0.612;Christmas Island
03/1969;0.026864000000000002;0.341;Christmas Island
04/1969;0.026813;0.524;Christmas Island
05/1969;0.026966999999999998;0.319;Christmas Island
06/1969;0.025975;0.556;Christmas Island
07/1969;0.025563;0.273;Christmas Island
08/1969;0.025343000000000004;0.4270000000000001;Christmas Island
09/1969;0.025677;0.286;Christmas Island
10/1969;0.026199;0.374;Christmas Island
11/1969;0.026343000000000002;0.384;Christmas Island
12/1969;0.02618;0.324;Christmas Island
01/1970;0.026148000000000005;0.264;Christmas Island
02/1970;0.026609999999999998;0.363;Christmas Island
03/1970;0.026782;0.382;Christmas Island
04/1970;0.026651;0.351;Christmas Island
05/1970;0.026246;0.404;Christmas Island
06/1970;0.0259;0.395;Christmas Island
07/1970;0.025448000000000002;0.319;Christmas Island
08/1970;0.025366;0.411;Christmas Island
09/1970;0.025184;0.356;Christmas Island
10/1970;0.025946;0.282;Christmas Island
11/1970;0.025744;0.399;Christmas Island
12/1970;0.025992;0.338;Christmas Island
01/1971;0.025585999999999998;0.26;Christmas Island
02/1971;0.025969000000000002;0.337;Christmas Island
03/1971;0.026121;0.316;Christmas Island
04/1971;0.026613000000000005;0.317;Christmas Island
05/1971;0.02646;0.369;Christmas Island
06/1971;0.025775;0.332;Christmas Island
07/1971;0.025425999999999997;0.353;Christmas Island
08/1971;0.025434000000000002;0.373;Christmas Island
09/1971;0.025675999999999997;0.459;Christmas Island
10/1971;0.025023000000000004;0.371;Christmas Island
11/1971;0.025131;0.411;Christmas Island
12/1971;0.025929999999999998;0.25;Christmas Island
01/1972;0.025956;0.3229999999999999;Christmas Island
02/1972;0.026556;0.295;Christmas Island
03/1972;0.026547;0.446;Christmas Island
04/1972;0.026573;0.35;Christmas Island
05/1972;0.026486999999999997;0.35;Christmas Island
06/1972;0.025718000000000005;0.379;Christmas Island
07/1972;0.025142000000000005;0.478;Christmas Island
08/1972;0.025280999999999998;0.397;Christmas Island
09/1972;0.02565;0.278;Christmas Island
10/1972;0.026047999999999998;0.296;Christmas Island
11/1972;0.026745;0.282;Christmas Island
12/1972;0.027091;0.89;Christmas Island
01/1973;0.026817;0.275;Christmas Island
02/1973;0.027011;0.483;Christmas Island
03/1973;0.026861;0.5489999999999999;Christmas Island
04/1973;0.027154;0.67;Christmas Island
05/1973;0.026702;0.356;Christmas Island
06/1973;0.026147;0.185;Christmas Island
07/1973;0.02599;0.98;Christmas Island
08/1973;0.025796;0.732;Christmas Island
09/1973;0.02565;0.747;Christmas Island
10/1973;0.02628700000000001;1.02;Christmas Island
11/1973;0.026057;0.289;Christmas Island
12/1973;0.025997;0.257;Christmas Island
01/1974;0.02565;0.257;Christmas Island
02/1974;0.025854;0.621;Christmas Island
03/1974;0.026446;0.232;Christmas Island
04/1974;0.026534;0.224;Christmas Island
05/1974;0.026736;0.291;Christmas Island
06/1974;0.026196;0.514;Christmas Island
07/1974;0.025615;0.413;Christmas Island
08/1974;0.025185;0.349;Christmas Island
09/1974;0.025819;0.63;Christmas Island
10/1974;0.025493;0.557;Christmas Island
11/1974;0.025873;0.341;Christmas Island
12/1974;0.025937;0.624;Christmas Island
01/1975;0.026324;0.297;Christmas Island
02/1975;0.026194000000000002;0.403;Christmas Island
03/1975;0.026355;0.659;Christmas Island
04/1975;0.026446;0.71;Christmas Island
05/1975;0.02641;0.4;Christmas Island
06/1975;0.025993;0.223;Christmas Island
07/1975;0.025633000000000006;0.728;Christmas Island
08/1975;0.025338;0.515;Christmas Island
09/1975;0.02547;0.309;Christmas Island
10/1975;0.025379000000000002;0.274;Christmas Island
11/1975;0.025757000000000002;0.226;Christmas Island
12/1975;0.025657;0.669;Christmas Island
01/1976;0.025777;0.265;Christmas Island
02/1976;0.026257000000000003;0.275;Christmas Island
03/1976;0.02623;0.261;Christmas Island
04/1976;0.026758000000000004;0.639;Christmas Island
05/1976;0.026556;0.5329999999999999;Christmas Island
06/1976;0.025675999999999997;0.805;Christmas Island
07/1976;0.024963000000000003;0.509;Christmas Island
08/1976;0.025257;0.275;Christmas Island
09/1976;0.025487;0.762;Christmas Island
10/1976;0.025497;0.465;Christmas Island
11/1976;0.025886;0.674;Christmas Island
12/1976;0.026175;0.286;Christmas Island
01/1977;0.026206;0.763;Christmas Island
02/1977;0.026444000000000002;0.89;Christmas Island
03/1977;0.026574;0.221;Christmas Island
04/1977;0.027051;0.229;Christmas Island
05/1977;0.026666;0.669;Christmas Island
06/1977;0.026071;0.482;Christmas Island
07/1977;0.02541;0.311;Christmas Island
08/1977;0.025089;0.329;Christmas Island
09/1977;0.025030999999999998;0.464;Christmas Island
10/1977;0.026018;0.457;Christmas Island
11/1977;0.026626999999999998;0.499;Christmas Island
12/1977;0.026286;0.5720000000000001;Christmas Island
01/1978;0.02649;0.283;Christmas Island
02/1978;0.026471;0.222;Christmas Island
03/1978;0.026974;0.345;Christmas Island
04/1978;0.026619;0.348;Christmas Island
05/1978;0.026428;0.297;Christmas Island
06/1978;0.02526;0.669;Christmas Island
07/1978;0.024956000000000002;0.426;Christmas Island
08/1978;0.025344000000000002;0.475;Christmas Island
09/1978;0.025007;0.155;Christmas Island
10/1978;0.025614;0.206;Christmas Island
11/1978;0.026207;0.3229999999999999;Christmas Island
12/1978;0.026349;0.7909999999999999;Christmas Island
01/1979;0.026248999999999998;0.424;Christmas Island
02/1979;0.026753;0.423;Christmas Island
03/1979;0.026736999999999997;0.504;Christmas Island
04/1979;0.027047;0.695;Christmas Island
05/1979;0.026577000000000003;0.345;Christmas Island
06/1979;0.026088999999999998;0.395;Christmas Island
07/1979;0.025241000000000003;0.264;Christmas Island
08/1979;0.024915000000000007;0.395;Christmas Island
09/1979;0.02556;0.213;Christmas Island
10/1979;0.025949000000000003;0.195;Christmas Island
11/1979;0.026731;0.7390000000000001;Christmas Island
